Data_Pool,Data_Connection,Table,Size(B),Last_Updated
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,RSEG,91136.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,RSEG,3250585.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,RSEG,6461.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,RSEG,2296381.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,RSEG,433807.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,RSEG,79278.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,RSEG,2527068.16,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,RSEG,8929.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,RSEG,33003.52,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,RSEG,269486.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,RSEG,91136.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,RSEG,3271557.12,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,RSDBS,0.0,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,RESB,0.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,RBKP,227727.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,RBKP,2516582.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,RBKP,59443.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,RBKP,2044723.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,RBKP,2118123.52,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,RBKP,271872.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,RBKP,19681.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,RBKP,2485125.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,RBKP,1520435.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,RBKP,20408.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,RBKP,12359.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,RBKP,59443.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,RBKP,51281.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,RBKP,1583349.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,RBKP,4669.44,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QPGT,42526.72,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QPCT,364830.72,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QPCT,268.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QMUR,71.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QMSM,5376.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QMMA,1863.68,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QMFE,1525.76,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_QMEL,12001.28,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_MSEG,0.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_MARD,261.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_MARA,750.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_LFA1,0.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_KNA1,0.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QM_AUFK,0.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QMUR,130.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QMSM,5457.92,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QMMA,2283.52,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,QMIH,3962.88,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QMFE,4198.4,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,QMEL,0.0,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QMEL,15984.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,QAVE,24616.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,QAVE,33280.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,QAVE,159395.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,QAVE,33280.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,QAVE,462.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,QAVE,159395.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,QAVE,15380.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,QAVE,23275.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,QAVE,156897.28,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,QAVE,16793.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,QAVE,0.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,QAVE,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,QAVE,24616.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,QAVE,0.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,QAVE,1720.32,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,QAMR,59207.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,QALS,171130.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,QALS,1247805.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,QALS,171130.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,QALS,3502243.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,QALS,1226833.92,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,QALS,144721.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,QALS,3544186.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,QALS,146554.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,QALS,3533701.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,QALS,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,QALS,164188.16,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,QALS,10137.6,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,QALS,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,QALS,0.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,QALS,20213.76,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,QALS,144936.96,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Profile,17766.4,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,ProcessInstance,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,PY_O2C_DTEST_MGT,0.0,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,PRTE,294.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,PRPS,1320.96,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,PRPS,0.0,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,PRPS,17039.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,PRPS,2252.8,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,PROJ,6082.56,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,PRHI,4577.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,PRCD_ELEMENTS_PO,34836.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,PRCD_ELEMENTS_PO,5027.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,PRCD_ELEMENTS_PO,512839.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,PRCD_ELEMENTS_PO,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,PRCD_ELEMENTS,5567938.56,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,PRCD_ELEMENTS,679772.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,PRCD_ELEMENTS,5798625.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,PRCD_ELEMENTS,749578.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,PRCD_ELEMENTS,139499.52,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,PRCD_ELEMENTS,42750443.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,PRCD_ELEMENTS,129781.76,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,PRCD_ELEMENTS,551710.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,PRCD_ELEMENTS,139735.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,PRCD_ELEMENTS,5001707.52,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,PRCD_ELEMENTS,20244.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,PRCD_ELEMENTS,2757754.88,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,PLPO,263587.84,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,PLPO,3439329.28,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,PLPO,148480.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_T006B,84541.44,2020-11-08 00:38:00
Takata version control test,No info,P2P_T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_RSEG,1876951.04,2020-11-08 00:38:00
Takata version control test,No info,P2P_RSEG,9052.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_RBKP,1247805.44,2020-11-08 00:38:00
Takata version control test,No info,P2P_RBKP,9379.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_QAVE,15421.44,2020-11-08 00:38:00
Takata version control test,No info,P2P_QAVE,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_QALS,145704.96,2020-11-08 00:38:00
Takata version control test,No info,P2P_QALS,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_NAST,250368.0,2020-11-08 00:38:00
Takata version control test,No info,P2P_NAST,15114.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_MSEG,4550819.84,2020-11-08 00:38:00
Takata version control test,No info,P2P_MSEG,22886.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_MKPF,738570.24,2020-11-08 00:38:00
Takata version control test,No info,P2P_MKPF,6184.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_MARC,288675.84,2020-11-08 00:38:00
Takata version control test,No info,P2P_MARC,1382.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_MARA,338534.4,2020-11-08 00:38:00
Takata version control test,No info,P2P_MARA,11980.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_LFM1,30115.84,2020-11-08 00:38:00
Takata version control test,No info,P2P_LFM1,1290.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_LFB1,39813.12,2020-11-08 00:38:00
Takata version control test,No info,P2P_LFB1,1474.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_LFA1,67840.0,2020-11-08 00:38:00
Takata version control test,No info,P2P_LFA1,4638.72,2020-11-08 00:38:00
Takata version control test,No info,P2P_KONV,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKPO,10139729.92,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKPO,49756.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKPA,1698693.12,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKPA,7587.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKKO,3512729.6,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKKO,24412.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKKN,115865.6,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKKN,344.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKET,5347737.6,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKET,27781.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKES,51435.52,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKES,3297.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EKBE,4194304.0,2020-11-08 00:38:00
Takata version control test,No info,P2P_EKBE,20787.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EBKN,183654.4,2020-11-08 00:38:00
Takata version control test,No info,P2P_EBKN,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_EBAN,226631.68,2020-11-08 00:38:00
Takata version control test,No info,P2P_EBAN,9625.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_CONTRACT_INFO,1669.12,2020-11-08 00:38:00
Takata version control test,No info,P2P_CONTRACT_INFO,200.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_BSEG,5913968.64,2020-11-08 00:38:00
Takata version control test,No info,P2P_BSEG,32614.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,P2P_BKPF,972994.56,2020-11-08 00:38:00
Takata version control test,No info,P2P_BKPF,7628.8,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,OpportunityHistory,51732.48,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,OpportunityFieldHistory,2324.48,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,OpportunityContactRole,3758.08,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Opportunity,1187.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VEDA,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBRP_DL,15256780.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBRP,268625.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBRP,15393095.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBRK_DL,3523215.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBRK,106158.08,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBRK,4320133.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBPA,232151.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBPA,14575206.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBKD,113295.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBKD,7507804.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBFA,176640.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBFA,9950986.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBEP,403445.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBEP,27818721.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBAP,544235.52,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBAP,37455134.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_VBAK,315494.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_VBAK,17647534.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_TCURX,3891.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_T006B,84541.44,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_RSEG,23306.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_RSEG,62904.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_RBKP,14458.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_RBKP,50616.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_QAVE,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_QAVE,492.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_QALS,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_QALS,10199.04,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_PRPS,1320.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_NAST,30095.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MSEG_GR,78540.8,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MSEG_GI,8671723.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_MSEG,155555.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MKPF_GR,8263.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MKPF_GI,1918894.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_MKPF,40417.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_MARC,21401.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MARC,436807.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_MARA,26562.56,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_MARA,442900.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LIPS_IBD,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LIPS,15812526.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_LIPS,232499.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LIKP_IBD,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_LIKP,168704.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LIKP,8032092.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_LFM1,451.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LFM1,3737.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_LFB1,670.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LFB1,4956.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_LFA1,2017.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_LFA1,10577.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_KONV_PO,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_KONV,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_KNKK,592.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_KNKK,32256.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_KNB1,4782.08,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_KNB1,68485.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_KNA1,138752.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_KNA1,16424.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKPO,94085.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKPO,215951.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKPA,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKPA,33771.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKKO,34355.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKKO,93798.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKKN,24279.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKKN,49786.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKET,47032.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKET,100403.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKES,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EKBE,21749.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EKBE,104069.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EBKN,43028.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EBKN,20961.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_EBAN,60170.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_EBAN,120586.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_BSEG,141158.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_BSEG,126888181.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,No info,O2C_BKPF,22145925.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,No info,O2C_BKPF,58071.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,NAST,502640.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,NAST,101253.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,NAST,101253.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,NAST,2170552.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,NAST,100126.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,NAST,254054.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,NAST,1625292.8,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,NAST,277606.4,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,NAST,138065.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,NAST,277606.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,NAST,72581.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,NAST,502640.64,2020-11-08 00:38:00
